date,city,temperature_c,humidity_percent,rainfall_mm
2024-09-15,Vila Real,17.8,65.5,2.3
2024-09-16,Vila Real,16.2,53.9,2.3
2024-09-17,Vila Real,23.0,64.1,1.4
2024-09-18,Vila Real,18.2,58.2,1.0
2024-09-19,Vila Real,15.9,70.8,1.1
2024-09-20,Vila Real,19.0,63.9,0.2
2024-09-21,Vila Real,14.5,50.9,0.9
2024-09-22,Vila Real,18.4,58.0,1.1
2024-09-23,Vila Real,14.8,70.0,1.3
2024-09-24,Vila Real,15.1,76.2,1.8
2024-09-25,Vila Real,17.0,79.7,1.4
2024-09-26,Vila Real,14.2,74.2,2.4
2024-09-27,Vila Real,19.4,64.8,1.6
2024-09-28,Vila Real,12.3,66.8,5.5
2024-09-29,Vila Real,16.5,59.7,0.4
2024-09-30,Vila Real,17.0,62.0,8.8
2024-10-01,Vila Real,15.1,71.2,0.4
2024-10-02,Vila Real,15.4,76.6,1.1
2024-10-03,Vila Real,15.9,78.7,1.8
2024-10-04,Vila Real,15.5,60.5,2.4
2024-10-05,Vila Real,15.1,61.8,7.2
2024-10-06,Vila Real,16.2,52.6,1.5
2024-10-07,Vila Real,13.4,71.6,2.8
2024-10-08,Vila Real,14.5,72.1,9.3
2024-10-09,Vila Real,13.5,76.0,5.2
2024-10-10,Vila Real,13.2,73.7,1.8
2024-10-11,Vila Real,10.2,50.7,2.3
2024-10-12,Vila Real,10.7,80.8,1.0
2024-10-13,Vila Real,13.9,86.6,5.2
2024-10-14,Vila Real,15.1,83.5,0.3
2024-10-15,Vila Real,14.6,70.4,1.8
2024-10-16,Vila Real,12.3,69.3,1.8
2024-10-17,Vila Real,12.5,66.9,4.1
2024-10-18,Vila Real,6.5,77.3,5.3
2024-10-19,Vila Real,11.1,72.4,6.4
2024-10-20,Vila Real,13.8,62.8,3.8
2024-10-21,Vila Real,14.0,66.9,1.4
2024-10-22,Vila Real,10.4,75.4,0.3
2024-10-23,Vila Real,12.8,73.1,3.5
2024-10-24,Vila Real,11.1,74.3,2.8
2024-10-25,Vila Real,10.5,71.1,1.0
2024-10-26,Vila Real,8.4,75.7,12.4
2024-10-27,Vila Real,12.1,76.5,2.9
2024-10-28,Vila Real,10.2,79.0,4.6
2024-10-29,Vila Real,13.3,74.1,3.9
2024-10-30,Vila Real,15.5,72.6,5.7
2024-10-31,Vila Real,9.4,74.0,0.8
2024-11-01,Vila Real,12.8,79.7,1.2
2024-11-02,Vila Real,11.9,71.3,4.7
2024-11-03,Vila Real,6.8,80.1,4.5
2024-11-04,Vila Real,11.1,73.7,2.5
2024-11-05,Vila Real,9.0,80.9,2.6
2024-11-06,Vila Real,12.1,76.8,2.2
2024-11-07,Vila Real,5.7,77.9,3.5
2024-11-08,Vila Real,5.3,78.8,4.4
2024-11-09,Vila Real,7.1,80.4,2.8
2024-11-10,Vila Real,7.0,85.8,10.3
2024-11-11,Vila Real,9.9,83.5,1.0
2024-11-12,Vila Real,9.3,92.4,0.8
2024-11-13,Vila Real,8.4,78.1,8.5
2024-11-14,Vila Real,9.6,86.7,1.2
2024-11-15,Vila Real,5.6,75.1,5.3
2024-11-16,Vila Real,12.3,93.3,2.9
2024-11-17,Vila Real,10.9,87.9,4.8
2024-11-18,Vila Real,9.5,72.3,0.8
2024-11-19,Vila Real,7.7,81.4,2.9
2024-11-20,Vila Real,3.4,84.7,1.6
2024-11-21,Vila Real,6.7,73.4,1.2
2024-11-22,Vila Real,7.3,84.3,6.2
2024-11-23,Vila Real,9.5,80.2,9.4
2024-11-24,Vila Real,9.8,73.6,4.1
2024-11-25,Vila Real,10.7,76.0,2.0
2024-11-26,Vila Real,7.4,78.6,12.5
2024-11-27,Vila Real,6.3,69.0,0.1
2024-11-28,Vila Real,4.4,83.2,2.8
2024-11-29,Vila Real,5.2,82.0,0.6
2024-11-30,Vila Real,9.0,78.5,4.8
2024-12-01,Vila Real,2.6,83.5,7.6
2024-12-02,Vila Real,11.7,71.2,1.6
2024-12-03,Vila Real,8.0,77.3,1.0
2024-12-04,Vila Real,7.2,79.1,5.0
2024-12-05,Vila Real,6.5,80.4,1.4
2024-12-06,Vila Real,5.6,82.0,0.2
2024-12-07,Vila Real,6.7,74.4,11.0
2024-12-08,Vila Real,3.7,92.9,9.3
2024-12-09,Vila Real,5.9,78.8,0.2
2024-12-10,Vila Real,8.4,86.7,3.4
2024-12-11,Vila Real,4.0,94.9,1.4
2024-12-12,Vila Real,5.2,77.7,2.7
2024-12-13,Vila Real,6.7,76.6,3.8
2024-12-14,Vila Real,8.0,87.5,3.2
2024-12-15,Vila Real,7.0,76.3,3.4
2024-12-16,Vila Real,12.0,74.0,0.0
2024-12-17,Vila Real,2.5,77.5,0.7
2024-12-18,Vila Real,3.8,89.4,3.1
2024-12-19,Vila Real,6.2,89.2,2.4
2024-12-20,Vila Real,7.2,77.3,5.5
2024-12-21,Vila Real,5.7,83.5,6.1
2024-12-22,Vila Real,5.3,87.6,4.1
2024-12-23,Vila Real,0.9,94.8,2.7
2024-12-24,Vila Real,7.8,77.4,3.2
2024-12-25,Vila Real,3.6,84.2,3.8
2024-12-26,Vila Real,5.3,86.1,4.2
2024-12-27,Vila Real,4.2,61.5,2.6
2024-12-28,Vila Real,3.5,72.4,1.8
2024-12-29,Vila Real,6.2,67.0,0.3
2024-12-30,Vila Real,5.6,83.0,0.7
2024-12-31,Vila Real,5.2,78.7,0.5
2025-01-01,Vila Real,10.3,80.6,6.3
2025-01-02,Vila Real,5.3,78.5,9.3
2025-01-03,Vila Real,4.3,80.2,7.7
2025-01-04,Vila Real,6.7,86.7,1.5
2025-01-05,Vila Real,7.1,74.3,6.5
2025-01-06,Vila Real,5.7,83.7,5.9
2025-01-07,Vila Real,7.4,88.6,3.9
2025-01-08,Vila Real,2.9,70.7,3.8
2025-01-09,Vila Real,0.4,82.8,2.8
2025-01-10,Vila Real,7.1,70.1,1.0
2025-01-11,Vila Real,7.8,85.4,1.7
2025-01-12,Vila Real,3.9,97.0,5.3
2025-01-13,Vila Real,9.3,89.7,3.4
2025-01-14,Vila Real,9.1,82.8,1.5
2025-01-15,Vila Real,4.2,70.4,7.3
2025-01-16,Vila Real,7.3,95.2,0.6
2025-01-17,Vila Real,9.6,87.1,2.8
2025-01-18,Vila Real,6.2,85.1,11.2
2025-01-19,Vila Real,9.4,75.9,8.6
2025-01-20,Vila Real,4.9,83.7,3.9
2025-01-21,Vila Real,7.4,76.6,1.1
2025-01-22,Vila Real,3.7,76.9,2.6
2025-01-23,Vila Real,8.3,76.7,0.0
2025-01-24,Vila Real,6.7,77.6,0.8
2025-01-25,Vila Real,8.6,81.2,4.0
2025-01-26,Vila Real,4.1,88.7,6.6
2025-01-27,Vila Real,7.5,83.8,2.4
2025-01-28,Vila Real,11.4,78.6,2.6
2025-01-29,Vila Real,5.8,74.7,5.1
2025-01-30,Vila Real,10.6,86.6,0.1
2025-01-31,Vila Real,9.6,92.3,5.2
2025-02-01,Vila Real,10.3,86.1,8.1
2025-02-02,Vila Real,8.2,93.1,5.1
2025-02-03,Vila Real,7.6,81.2,9.6
2025-02-04,Vila Real,5.9,77.0,3.3
2025-02-05,Vila Real,9.3,79.1,6.6
2025-02-06,Vila Real,9.7,89.4,4.8
2025-02-07,Vila Real,9.8,88.8,5.1
2025-02-08,Vila Real,11.6,85.1,1.4
2025-02-09,Vila Real,9.9,88.4,2.9
2025-02-10,Vila Real,8.4,86.2,11.9
2025-02-11,Vila Real,12.1,80.4,9.6
2025-02-12,Vila Real,7.3,92.5,1.8
2025-02-13,Vila Real,5.7,87.8,10.2
2025-02-14,Vila Real,6.4,78.7,2.4
2025-02-15,Vila Real,7.6,82.1,1.8
2025-02-16,Vila Real,4.9,90.1,2.2
2025-02-17,Vila Real,9.3,81.0,0.9
2025-02-18,Vila Real,7.4,78.2,9.1
2025-02-19,Vila Real,7.2,78.4,3.0
2025-02-20,Vila Real,9.2,82.9,1.5
2025-02-21,Vila Real,11.5,80.7,8.9
2025-02-22,Vila Real,6.5,79.2,2.0
2025-02-23,Vila Real,7.9,74.9,2.5
2025-02-24,Vila Real,9.7,93.9,0.3
2025-02-25,Vila Real,9.8,73.5,11.9
2025-02-26,Vila Real,12.6,76.5,3.8
2025-02-27,Vila Real,6.6,76.3,6.4
2025-02-28,Vila Real,9.3,79.0,7.7
2025-03-01,Vila Real,12.3,76.5,3.0
2025-03-02,Vila Real,8.8,83.2,0.5
2025-03-03,Vila Real,10.6,78.5,5.7
2025-03-04,Vila Real,11.0,70.0,2.8
2025-03-05,Vila Real,12.1,67.3,2.8
2025-03-06,Vila Real,11.5,67.2,2.3
2025-03-07,Vila Real,11.1,85.9,0.8
2025-03-08,Vila Real,9.9,80.5,11.6
2025-03-09,Vila Real,8.7,73.7,12.2
2025-03-10,Vila Real,11.9,75.3,0.5
2025-03-11,Vila Real,13.7,59.4,0.7
2025-03-12,Vila Real,13.6,67.9,4.6
2025-03-13,Vila Real,12.2,76.4,4.2
2025-03-14,Vila Real,12.9,74.2,2.7
2025-03-15,Vila Real,16.5,69.3,9.4
2025-03-16,Vila Real,14.3,84.6,2.3
2025-03-17,Vila Real,11.7,71.8,4.3
2025-03-18,Vila Real,11.9,85.3,2.7
2025-03-19,Vila Real,14.8,77.3,9.7
2025-03-20,Vila Real,13.9,69.1,3.9
2025-03-21,Vila Real,9.8,71.3,6.2
2025-03-22,Vila Real,15.4,74.9,8.1
2025-03-23,Vila Real,19.3,75.5,2.1
2025-03-24,Vila Real,17.2,63.9,9.9
2025-03-25,Vila Real,14.4,64.2,0.7
2025-03-26,Vila Real,16.9,64.7,11.0
2025-03-27,Vila Real,11.8,71.1,5.8
2025-03-28,Vila Real,14.7,80.3,3.6
2025-03-29,Vila Real,11.1,60.9,8.8
2025-03-30,Vila Real,13.9,75.9,14.2
2025-03-31,Vila Real,14.5,68.3,2.1
2025-04-01,Vila Real,14.2,74.4,3.0
2025-04-02,Vila Real,14.9,65.2,2.8
2025-04-03,Vila Real,15.0,67.8,3.2
2025-04-04,Vila Real,18.2,65.6,2.5
2025-04-05,Vila Real,17.5,73.8,0.4
2025-04-06,Vila Real,17.8,74.6,2.8
2025-04-07,Vila Real,19.3,61.9,0.2
2025-04-08,Vila Real,18.7,58.7,0.2
2025-04-09,Vila Real,17.8,55.9,1.7
2025-04-10,Vila Real,14.7,58.8,1.3
2025-04-11,Vila Real,16.5,68.3,1.8
2025-04-12,Vila Real,17.0,57.9,1.6
2025-04-13,Vila Real,16.4,63.0,5.8
2025-04-14,Vila Real,18.0,72.1,0.8
2025-04-15,Vila Real,16.2,64.5,2.2
2025-04-16,Vila Real,24.1,61.1,3.0
2025-04-17,Vila Real,17.6,74.3,0.1
2025-04-18,Vila Real,16.0,60.7,0.6
2025-04-19,Vila Real,14.1,66.2,1.0
2025-04-20,Vila Real,19.5,66.4,0.8
2025-04-21,Vila Real,20.2,80.1,0.7
2025-04-22,Vila Real,15.4,60.4,0.6
2025-04-23,Vila Real,16.8,60.9,0.2
2025-04-24,Vila Real,16.5,68.7,0.1
2025-04-25,Vila Real,14.5,58.6,0.8
2025-04-26,Vila Real,17.6,68.6,4.9
2025-04-27,Vila Real,17.0,62.0,0.7
2025-04-28,Vila Real,19.6,50.3,2.5
2025-04-29,Vila Real,22.4,57.5,1.4
2025-04-30,Vila Real,19.2,63.7,0.5
2025-05-01,Vila Real,19.8,57.5,3.1
2025-05-02,Vila Real,19.8,50.2,1.6
2025-05-03,Vila Real,21.8,51.0,1.5
2025-05-04,Vila Real,21.2,58.8,1.5
2025-05-05,Vila Real,17.9,56.7,1.2
2025-05-06,Vila Real,20.7,53.0,4.0
2025-05-07,Vila Real,18.8,62.3,1.3
2025-05-08,Vila Real,19.7,66.0,3.8
2025-05-09,Vila Real,23.2,59.1,1.3
2025-05-10,Vila Real,14.7,64.4,2.9
2025-05-11,Vila Real,17.6,70.0,0.1
2025-05-12,Vila Real,23.1,61.1,1.7
2025-05-13,Vila Real,21.9,53.2,0.6
2025-05-14,Vila Real,17.7,62.0,1.6
2025-05-15,Vila Real,18.4,54.9,1.8
2025-05-16,Vila Real,18.8,58.3,1.3
2025-05-17,Vila Real,19.2,58.5,2.2
2025-05-18,Vila Real,22.4,68.7,1.2
2025-05-19,Vila Real,19.7,58.2,0.2
2025-05-20,Vila Real,22.7,65.0,0.2
2025-05-21,Vila Real,21.6,56.9,1.2
2025-05-22,Vila Real,25.0,65.2,4.8
2025-05-23,Vila Real,21.1,49.6,0.6
2025-05-24,Vila Real,24.0,60.9,0.5
2025-05-25,Vila Real,26.5,50.2,3.1
2025-05-26,Vila Real,20.7,47.6,0.5
2025-05-27,Vila Real,20.4,66.6,0.9
2025-05-28,Vila Real,23.8,66.9,0.7
2025-05-29,Vila Real,19.5,56.1,2.6
2025-05-30,Vila Real,27.7,58.9,0.6
2025-05-31,Vila Real,19.5,49.6,0.3
2025-06-01,Vila Real,22.7,63.5,1.0
2025-06-02,Vila Real,26.3,34.3,1.1
2025-06-03,Vila Real,22.9,58.3,1.2
2025-06-04,Vila Real,21.7,44.4,1.0
2025-06-05,Vila Real,21.5,62.7,3.4
2025-06-06,Vila Real,25.3,54.8,2.4
2025-06-07,Vila Real,27.5,47.9,1.8
2025-06-08,Vila Real,24.8,42.2,0.3
2025-06-09,Vila Real,23.9,56.6,5.7
2025-06-10,Vila Real,25.1,55.1,1.9
2025-06-11,Vila Real,25.9,46.6,0.1
2025-06-12,Vila Real,22.3,46.6,6.5
2025-06-13,Vila Real,23.1,59.0,2.1
2025-06-14,Vila Real,20.7,57.4,0.8
2025-06-15,Vila Real,23.7,40.9,2.2
2025-06-16,Vila Real,22.6,52.6,0.9
2025-06-17,Vila Real,21.3,50.8,0.9
2025-06-18,Vila Real,24.1,48.3,0.2
2025-06-19,Vila Real,27.2,53.7,1.0
2025-06-20,Vila Real,22.7,61.5,1.1
2025-06-21,Vila Real,26.5,59.9,1.8
2025-06-22,Vila Real,23.9,59.5,1.5
2025-06-23,Vila Real,25.9,54.1,2.7
2025-06-24,Vila Real,24.1,59.4,0.7
2025-06-25,Vila Real,24.0,57.2,2.2
2025-06-26,Vila Real,23.8,51.9,0.6
2025-06-27,Vila Real,20.4,53.2,7.0
2025-06-28,Vila Real,24.3,55.7,1.6
2025-06-29,Vila Real,25.1,49.3,0.2
2025-06-30,Vila Real,25.5,46.2,0.6
2025-07-01,Vila Real,20.4,58.3,2.0
2025-07-02,Vila Real,23.9,53.8,1.3
2025-07-03,Vila Real,25.1,44.8,1.9
2025-07-04,Vila Real,21.1,52.8,1.0
2025-07-05,Vila Real,22.0,54.4,1.4
2025-07-06,Vila Real,24.4,48.8,0.2
2025-07-07,Vila Real,24.7,58.6,0.4
2025-07-08,Vila Real,23.6,58.1,2.1
2025-07-09,Vila Real,26.2,54.9,0.6
2025-07-10,Vila Real,24.0,49.6,0.4
2025-07-11,Vila Real,21.6,62.6,1.1
2025-07-12,Vila Real,24.7,57.4,0.3
2025-07-13,Vila Real,28.4,53.8,0.5
2025-07-14,Vila Real,24.7,56.4,0.2
2025-07-15,Vila Real,25.0,49.3,0.5
2025-07-16,Vila Real,18.1,53.5,3.6
2025-07-17,Vila Real,25.5,57.3,0.2
2025-07-18,Vila Real,25.8,45.4,0.5
2025-07-19,Vila Real,25.7,49.9,1.0
2025-07-20,Vila Real,23.6,61.1,1.2
2025-07-21,Vila Real,23.4,48.2,0.3
2025-07-22,Vila Real,27.0,41.4,1.7
2025-07-23,Vila Real,20.7,50.7,0.6
2025-07-24,Vila Real,27.0,47.7,0.2
2025-07-25,Vila Real,24.5,62.9,0.3
2025-07-26,Vila Real,21.6,58.7,1.0
2025-07-27,Vila Real,24.1,52.2,1.2
2025-07-28,Vila Real,20.5,68.0,3.5
2025-07-29,Vila Real,24.5,69.0,2.8
2025-07-30,Vila Real,22.7,42.7,2.0
2025-07-31,Vila Real,25.6,59.8,1.4
2025-08-01,Vila Real,23.5,50.6,1.6
2025-08-02,Vila Real,23.9,64.4,1.5
2025-08-03,Vila Real,24.6,67.7,0.9
2025-08-04,Vila Real,25.9,60.1,0.1
2025-08-05,Vila Real,24.1,52.8,3.2
2025-08-06,Vila Real,21.1,48.5,0.7
2025-08-07,Vila Real,25.7,48.6,1.9
2025-08-08,Vila Real,24.0,59.1,0.9
2025-08-09,Vila Real,21.6,62.8,0.9
2025-08-10,Vila Real,21.4,55.2,0.9
2025-08-11,Vila Real,23.3,61.7,0.8
2025-08-12,Vila Real,19.5,58.4,3.0
2025-08-13,Vila Real,20.4,70.8,0.7
2025-08-14,Vila Real,18.6,49.5,1.4
2025-08-15,Vila Real,20.1,51.3,0.3
2025-08-16,Vila Real,23.6,70.0,4.1
2025-08-17,Vila Real,20.2,52.9,2.0
2025-08-18,Vila Real,22.1,71.3,1.3
2025-08-19,Vila Real,18.6,61.1,1.4
2025-08-20,Vila Real,22.7,68.8,5.0
2025-08-21,Vila Real,16.6,61.7,1.9
2025-08-22,Vila Real,21.2,55.1,0.9
2025-08-23,Vila Real,23.6,49.8,0.6
2025-08-24,Vila Real,24.5,65.0,0.1
2025-08-25,Vila Real,19.7,53.8,2.4
2025-08-26,Vila Real,20.8,54.8,0.5
2025-08-27,Vila Real,19.1,59.5,1.7
2025-08-28,Vila Real,18.3,59.5,3.4
2025-08-29,Vila Real,19.8,62.8,1.0
2025-08-30,Vila Real,20.6,69.2,0.2
2025-08-31,Vila Real,20.1,63.9,5.5
2025-09-01,Vila Real,19.3,60.1,1.3
2025-09-02,Vila Real,21.2,49.6,3.4
2025-09-03,Vila Real,19.7,49.8,0.9
2025-09-04,Vila Real,21.2,48.9,0.5
2025-09-05,Vila Real,22.2,64.6,2.6
2025-09-06,Vila Real,20.8,62.8,1.6
2025-09-07,Vila Real,20.2,53.3,1.9
2025-09-08,Vila Real,19.2,55.6,0.6
2025-09-09,Vila Real,20.0,70.2,0.3
2025-09-10,Vila Real,16.0,55.3,3.4
2025-09-11,Vila Real,15.8,75.0,2.9
2025-09-12,Vila Real,15.6,51.6,1.0
2025-09-13,Vila Real,17.7,49.3,0.2
2025-09-14,Vila Real,18.9,49.6,0.2
2025-09-15,Vila Real,14.7,63.9,0.2
2025-09-16,Vila Real,12.8,62.1,2.3
2025-09-17,Vila Real,16.1,59.6,0.8
2025-09-18,Vila Real,16.7,64.2,0.7
2025-09-19,Vila Real,14.5,53.1,0.6
2025-09-20,Vila Real,16.4,64.2,0.3
2025-09-21,Vila Real,15.4,61.5,2.5
2025-09-22,Vila Real,15.2,73.4,1.5
2025-09-23,Vila Real,9.1,56.7,1.7
2025-09-24,Vila Real,12.4,70.9,1.8
2025-09-25,Vila Real,18.0,76.0,1.6
2025-09-26,Vila Real,15.0,72.5,0.2
2025-09-27,Vila Real,16.8,76.9,0.7
2025-09-28,Vila Real,15.0,74.2,0.4
2025-09-29,Vila Real,15.1,59.3,0.9
2025-09-30,Vila Real,12.9,57.4,1.5
2025-10-01,Vila Real,18.4,78.8,7.5
2025-10-02,Vila Real,18.5,77.7,1.9
2025-10-03,Vila Real,12.6,67.2,0.3
2025-10-04,Vila Real,13.8,65.7,2.8
2025-10-05,Vila Real,14.4,78.1,1.0
2025-10-06,Vila Real,14.7,72.0,3.2
2025-10-07,Vila Real,14.5,64.6,4.8
2025-10-08,Vila Real,12.1,60.5,3.5
2025-10-09,Vila Real,15.9,78.5,4.5
2025-10-10,Vila Real,13.6,61.7,1.6
2025-10-11,Vila Real,12.8,71.3,0.6
2025-10-12,Vila Real,15.0,65.1,1.6
2025-10-13,Vila Real,11.1,78.9,0.7
2025-10-14,Vila Real,11.3,72.5,2.0
2025-10-15,Vila Real,15.5,66.8,1.6
2025-10-16,Vila Real,15.9,71.3,8.6
2025-10-17,Vila Real,15.1,75.0,5.2
2025-10-18,Vila Real,8.9,79.9,7.6
2025-10-19,Vila Real,8.9,76.0,1.0
2025-10-20,Vila Real,11.0,75.6,1.6
2025-10-21,Vila Real,13.8,81.0,5.8
2025-10-22,Vila Real,11.5,69.4,5.2
2025-10-23,Vila Real,11.9,66.1,3.1
2025-10-24,Vila Real,10.6,69.1,1.4
2025-10-25,Vila Real,6.0,61.5,6.4
2025-10-26,Vila Real,9.6,81.1,1.7
2025-10-27,Vila Real,9.3,87.9,4.0
2025-10-28,Vila Real,12.0,61.8,1.8
2025-10-29,Vila Real,10.8,90.4,1.9
2025-10-30,Vila Real,12.4,76.2,4.3
2025-10-31,Vila Real,6.2,77.9,4.7
2025-11-01,Vila Real,10.5,82.5,1.3
2025-11-02,Vila Real,8.1,75.2,5.8
2025-11-03,Vila Real,11.8,73.7,3.6
2025-11-04,Vila Real,8.7,92.1,1.3
2025-11-05,Vila Real,8.1,77.5,2.3
2025-11-06,Vila Real,11.9,74.5,0.4
2025-11-07,Vila Real,9.5,66.0,2.3
2025-11-08,Vila Real,10.2,77.5,1.0
2025-11-09,Vila Real,8.8,79.1,6.0
2025-11-10,Vila Real,9.5,81.2,2.0
2025-11-11,Vila Real,7.2,76.3,8.6
2025-11-12,Vila Real,6.1,75.1,9.5
2025-11-13,Vila Real,9.1,73.7,2.8
2025-11-14,Vila Real,10.9,78.7,7.4
2025-11-15,Vila Real,8.7,76.0,4.5
2025-11-16,Vila Real,6.0,80.4,2.6
2025-11-17,Vila Real,6.9,74.5,8.7
2025-11-18,Vila Real,10.9,80.0,0.9
2025-11-19,Vila Real,5.6,83.5,2.7
2025-11-20,Vila Real,11.3,67.3,2.1
2025-11-21,Vila Real,12.8,76.5,0.7
2025-11-22,Vila Real,6.4,68.4,0.9
2025-11-23,Vila Real,8.0,74.1,2.0
2025-11-24,Vila Real,10.7,82.4,1.8
2025-11-25,Vila Real,9.4,92.0,0.9
2025-11-26,Vila Real,6.9,69.0,0.3
2025-11-27,Vila Real,10.7,76.5,2.7
2025-11-28,Vila Real,9.1,80.4,0.5
2025-11-29,Vila Real,4.3,84.7,1.0
2025-11-30,Vila Real,5.8,64.4,7.3
2025-12-01,Vila Real,6.0,83.0,4.8
2025-12-02,Vila Real,10.9,84.1,2.3
2025-12-03,Vila Real,3.8,78.3,1.0
2025-12-04,Vila Real,8.1,68.4,1.6
2025-12-05,Vila Real,3.4,76.3,19.7
2025-12-06,Vila Real,9.2,92.1,1.2
2025-12-07,Vila Real,11.3,85.0,16.9
2025-12-08,Vila Real,10.6,82.0,2.4
2025-12-09,Vila Real,6.4,81.3,5.0
2025-12-10,Vila Real,4.8,87.1,7.3
2025-12-11,Vila Real,7.1,84.9,7.1
2025-12-12,Vila Real,5.4,81.7,3.9
2025-12-13,Vila Real,3.7,82.2,7.4
2025-12-14,Vila Real,4.9,86.1,2.4
2025-12-15,Vila Real,5.9,74.6,1.1
2025-12-16,Vila Real,5.6,86.8,1.3
2025-12-17,Vila Real,8.9,75.9,3.5
2025-12-18,Vila Real,4.0,77.9,5.7
2025-12-19,Vila Real,2.7,80.4,11.9
2025-12-20,Vila Real,4.8,76.3,2.1
2025-12-21,Vila Real,8.0,93.0,7.3
2025-12-22,Vila Real,4.0,77.9,1.9
2025-12-23,Vila Real,4.8,87.3,3.7
2025-12-24,Vila Real,6.6,78.2,3.9
2025-12-25,Vila Real,1.0,87.4,7.4
2025-12-26,Vila Real,5.2,73.6,8.2
2025-12-27,Vila Real,6.7,82.9,2.0
2025-12-28,Vila Real,6.6,79.2,2.1
2025-12-29,Vila Real,7.3,82.7,1.1
2025-12-30,Vila Real,2.9,86.0,2.5
2025-12-31,Vila Real,6.3,82.5,2.9
2023-01-01,Lisbon,10.0,85.4,2.8
2023-01-02,Lisbon,8.8,84.7,12.4
2023-01-03,Lisbon,10.1,83.0,0.5
2023-01-04,Lisbon,9.8,86.7,4.0
2023-01-05,Lisbon,11.8,75.9,3.5
2023-01-06,Lisbon,10.3,80.4,0.8
2023-01-07,Lisbon,10.8,86.4,2.0
2023-01-08,Lisbon,8.5,86.4,2.4
2023-01-09,Lisbon,12.0,87.3,0.3
2023-01-10,Lisbon,8.0,83.8,4.1
2023-01-11,Lisbon,7.6,96.4,5.7
2023-01-12,Lisbon,9.6,68.8,3.4
2023-01-13,Lisbon,11.7,89.8,2.1
2023-01-14,Lisbon,13.0,82.6,2.5
2023-01-15,Lisbon,10.7,81.1,0.5
2023-01-16,Lisbon,14.2,89.6,4.7
2023-01-17,Lisbon,8.1,74.9,1.5
2023-01-18,Lisbon,9.8,75.1,2.3
2023-01-19,Lisbon,13.1,81.5,4.6
2023-01-20,Lisbon,6.3,84.8,7.5
2023-01-21,Lisbon,12.8,78.5,3.7
2023-01-22,Lisbon,10.1,80.3,3.5
2023-01-23,Lisbon,7.5,85.1,3.3
2023-01-24,Lisbon,12.8,80.3,2.9
2023-01-25,Lisbon,10.3,84.0,11.2
2023-01-26,Lisbon,12.1,86.9,4.8
2023-01-27,Lisbon,10.9,74.8,1.5
2023-01-28,Lisbon,13.2,91.8,9.3
2023-01-29,Lisbon,9.6,75.9,0.7
2023-01-30,Lisbon,10.0,87.2,1.1
2023-01-31,Lisbon,14.3,82.9,6.0
2023-02-01,Lisbon,10.1,82.1,2.8
2023-02-02,Lisbon,9.2,76.9,2.1
2023-02-03,Lisbon,9.2,77.2,1.8
2023-02-04,Lisbon,9.3,86.1,6.2
2023-02-05,Lisbon,12.2,84.2,3.3
2023-02-06,Lisbon,10.3,84.7,1.6
2023-02-07,Lisbon,12.2,85.9,9.3
2023-02-08,Lisbon,12.1,69.4,7.1
2023-02-09,Lisbon,11.4,79.9,2.5
2023-02-10,Lisbon,14.8,83.9,4.4
2023-02-11,Lisbon,10.6,78.5,4.4
2023-02-12,Lisbon,10.6,83.7,0.8
2023-02-13,Lisbon,12.8,70.7,0.8
2023-02-14,Lisbon,15.6,94.7,3.4
2023-02-15,Lisbon,12.3,76.1,4.7
2023-02-16,Lisbon,14.5,72.5,3.2
2023-02-17,Lisbon,12.2,89.6,0.6
2023-02-18,Lisbon,14.2,74.7,2.4
2023-02-19,Lisbon,11.9,78.3,1.7
2023-02-20,Lisbon,12.8,68.4,0.5
2023-02-21,Lisbon,17.0,80.2,3.8
2023-02-22,Lisbon,14.6,85.4,3.3
2023-02-23,Lisbon,13.5,81.2,4.1
2023-02-24,Lisbon,13.8,63.9,2.0
2023-02-25,Lisbon,13.1,73.7,3.6
2023-02-26,Lisbon,18.1,80.3,1.0
2023-02-27,Lisbon,16.3,78.7,0.7
2023-02-28,Lisbon,15.7,67.2,2.8
2023-03-01,Lisbon,14.4,67.3,2.4
2023-03-02,Lisbon,13.8,78.2,1.4
2023-03-03,Lisbon,16.5,69.0,1.2
2023-03-04,Lisbon,13.0,75.9,3.9
2023-03-05,Lisbon,16.3,75.5,0.4
2023-03-06,Lisbon,17.7,61.3,9.7
2023-03-07,Lisbon,11.6,75.3,4.5
2023-03-08,Lisbon,16.0,88.9,2.8
2023-03-09,Lisbon,18.3,74.2,3.0
2023-03-10,Lisbon,16.2,77.5,1.5
2023-03-11,Lisbon,18.7,80.2,0.4
2023-03-12,Lisbon,18.2,79.6,1.1
2023-03-13,Lisbon,16.1,75.6,0.8
2023-03-14,Lisbon,15.6,67.8,1.0
2023-03-15,Lisbon,15.9,76.9,5.5
2023-03-16,Lisbon,15.6,56.8,3.7
2023-03-17,Lisbon,15.5,67.4,1.0
2023-03-18,Lisbon,17.0,78.6,0.1
2023-03-19,Lisbon,15.9,69.4,6.5
2023-03-20,Lisbon,18.2,64.0,2.4
2023-03-21,Lisbon,17.1,73.6,5.5
2023-03-22,Lisbon,16.3,66.1,1.8
2023-03-23,Lisbon,12.8,63.1,2.2
2023-03-24,Lisbon,18.9,76.0,1.5
2023-03-25,Lisbon,18.8,69.8,1.8
2023-03-26,Lisbon,19.0,70.5,2.7
2023-03-27,Lisbon,16.7,63.2,1.8
