date,region,category,units,revenue,cost,profit
2025-08-02,Coimbra,Electronics,2,314.69,164.4,150.3
2025-08-02,Porto,Electronics,1,254.68,173.57,81.11
2025-08-02,Coimbra,Home Office,5,551.8,332.42,219.38
2025-08-02,Faro,Sports,7,494.2,316.75,177.45
2025-08-03,Porto,Fashion,6,286.35,216.71,69.65
2025-08-03,Braga,Books,2,50.55,28.4,22.15
2025-08-03,Porto,Home Office,2,245.19,139.59,105.6
2025-08-03,Porto,Home Office,7,1292.23,674.27,617.96
2025-08-03,Faro,Home Office,2,158.89,107.23,51.67
2025-08-03,Porto,Sports,2,133.34,85.67,47.67
2025-08-03,Porto,Books,4,63.82,44.19,19.63
2025-08-04,Braga,Home Office,5,558.25,354.09,204.15
2025-08-04,Braga,Electronics,6,1394.6,979.69,414.91
2025-08-04,Coimbra,Books,2,50.15,28.74,21.41
2025-08-04,Faro,Home Office,6,569.95,339.54,230.42
2025-08-04,Coimbra,Books,6,173.42,109.9,63.52
2025-08-04,Coimbra,Fashion,7,184.58,138.17,46.41
2025-08-04,Braga,Fashion,3,251.88,159.46,92.42
2025-08-05,Porto,Fashion,6,287.68,150.15,137.53
2025-08-05,Faro,Fashion,6,371.29,243.73,127.56
2025-08-05,Braga,Home Office,2,246.14,140.16,105.98
2025-08-05,Coimbra,Electronics,7,1648.26,960.27,688.0
2025-08-05,Lisbon,Home Office,2,251.23,146.69,104.54
2025-08-05,Lisbon,Home Office,7,1075.74,791.71,284.03
2025-08-05,Lisbon,Books,5,139.06,87.56,51.5
2025-08-06,Coimbra,Fashion,6,374.24,221.34,152.91
2025-08-06,Lisbon,Electronics,4,936.49,633.71,302.78
2025-08-06,Lisbon,Fashion,4,240.38,143.88,96.51
2025-08-06,Coimbra,Electronics,2,356.74,233.08,123.66
2025-08-06,Braga,Books,1,23.95,15.59,8.36
2025-08-06,Porto,Home Office,3,461.7,294.43,167.27
2025-08-06,Coimbra,Books,5,140.89,91.14,49.75
2025-08-06,Coimbra,Books,2,20.62,14.57,6.05
2025-08-06,Lisbon,Books,3,76.34,40.72,35.62
2025-08-07,Faro,Books,1,22.69,14.26,8.44
2025-08-07,Braga,Fashion,7,352.99,221.39,131.6
2025-08-07,Braga,Electronics,6,1646.39,1281.97,364.42
2025-08-07,Lisbon,Home Office,4,405.58,278.75,126.82
2025-08-07,Faro,Sports,7,431.5,257.42,174.07
2025-08-07,Braga,Books,1,12.59,9.25,3.34
2025-08-07,Coimbra,Home Office,7,921.89,601.62,320.27
2025-08-08,Faro,Sports,3,137.23,98.24,38.99
2025-08-08,Porto,Electronics,7,1279.24,973.33,305.92
2025-08-08,Braga,Electronics,6,1577.62,1027.98,549.65
2025-08-08,Braga,Sports,5,350.82,221.8,129.02
2025-08-09,Braga,Fashion,4,232.91,147.72,85.18
2025-08-09,Porto,Electronics,6,1050.96,628.37,422.58
2025-08-09,Faro,Books,2,30.02,19.34,10.68
2025-08-09,Faro,Home Office,7,913.83,484.67,429.16
2025-08-09,Faro,Fashion,2,95.96,65.41,30.56
2025-08-10,Coimbra,Fashion,3,210.11,127.35,82.76
2025-08-10,Faro,Home Office,1,41.27,31.06,10.21
2025-08-10,Braga,Books,2,53.07,28.81,24.26
2025-08-10,Coimbra,Books,5,144.43,75.24,69.19
2025-08-11,Porto,Fashion,4,259.22,155.13,104.09
2025-08-11,Faro,Fashion,7,276.8,152.98,123.82
2025-08-11,Coimbra,Books,5,60.27,37.08,23.19
2025-08-11,Porto,Sports,6,551.68,389.63,162.04
2025-08-11,Braga,Books,5,121.53,68.7,52.82
2025-08-12,Lisbon,Books,2,44.34,28.87,15.47
2025-08-12,Faro,Electronics,4,794.24,492.49,301.75
2025-08-12,Lisbon,Fashion,2,132.05,98.4,33.65
2025-08-12,Porto,Sports,1,69.46,52.28,17.18
2025-08-12,Coimbra,Home Office,6,598.14,330.07,268.07
2025-08-12,Lisbon,Sports,5,370.42,286.45,83.98
2025-08-12,Coimbra,Sports,2,151.46,100.14,51.32
2025-08-12,Faro,Home Office,2,290.87,164.13,126.74
2025-08-12,Coimbra,Home Office,3,368.97,196.86,172.11
2025-08-13,Faro,Home Office,2,181.45,115.64,65.81
2025-08-13,Faro,Electronics,2,663.34,502.05,161.29
2025-08-13,Coimbra,Home Office,5,599.82,317.81,282.01
2025-08-13,Porto,Fashion,3,209.37,114.45,94.93
2025-08-13,Coimbra,Home Office,7,655.67,422.86,232.81
2025-08-14,Coimbra,Sports,7,529.8,302.08,227.72
2025-08-14,Lisbon,Electronics,2,398.21,301.85,96.36
2025-08-14,Coimbra,Home Office,3,338.85,231.44,107.42
2025-08-14,Braga,Fashion,2,155.28,98.41,56.87
2025-08-15,Porto,Fashion,1,45.27,27.14,18.13
2025-08-15,Porto,Books,7,141.37,92.24,49.13
2025-08-15,Coimbra,Fashion,2,150.75,110.6,40.15
2025-08-15,Coimbra,Electronics,5,1122.38,818.27,304.11
2025-08-15,Coimbra,Electronics,6,1324.31,895.95,428.36
2025-08-15,Coimbra,Home Office,6,794.43,547.52,246.9
2025-08-15,Porto,Fashion,5,307.23,230.51,76.73
2025-08-16,Porto,Home Office,1,152.37,113.69,38.68
2025-08-16,Faro,Electronics,1,178.17,133.19,44.98
2025-08-16,Coimbra,Fashion,6,464.25,287.5,176.74
2025-08-16,Braga,Books,7,179.47,101.62,77.85
2025-08-16,Coimbra,Fashion,6,370.83,222.01,148.82
2025-08-16,Faro,Books,2,27.72,15.22,12.5
2025-08-16,Lisbon,Home Office,6,557.07,334.16,222.91
2025-08-16,Braga,Fashion,6,413.85,308.02,105.82
2025-08-16,Porto,Home Office,5,586.19,393.75,192.44
2025-08-17,Braga,Books,2,41.92,22.81,19.11
2025-08-17,Coimbra,Sports,1,62.51,37.96,24.55
2025-08-17,Lisbon,Sports,1,73.87,57.59,16.28
2025-08-17,Porto,Fashion,7,407.04,256.68,150.36
2025-08-17,Faro,Electronics,2,522.8,358.61,164.19
2025-08-18,Lisbon,Home Office,3,406.03,308.04,97.99
2025-08-18,Coimbra,Electronics,6,1629.2,1115.82,513.38
2025-08-18,Faro,Home Office,7,714.0,398.25,315.75
2025-08-18,Lisbon,Fashion,7,294.94,186.94,108.0
2025-08-18,Lisbon,Sports,3,211.78,151.02,60.77
2025-08-18,Porto,Home Office,4,319.69,230.71,88.98
2025-08-18,Porto,Electronics,5,948.91,698.07,250.84
2025-08-18,Porto,Home Office,7,675.63,503.93,171.69
2025-08-19,Coimbra,Sports,6,554.14,392.38,161.76
2025-08-19,Braga,Home Office,6,790.57,452.98,337.59
2025-08-19,Faro,Fashion,3,153.64,105.9,47.75
2025-08-19,Braga,Sports,7,638.91,431.18,207.73
2025-08-19,Coimbra,Home Office,5,506.09,347.98,158.1
2025-08-19,Lisbon,Home Office,1,130.08,98.08,31.99
2025-08-20,Coimbra,Books,7,127.1,92.0,35.1
2025-08-20,Faro,Electronics,1,227.73,177.45,50.28
2025-08-20,Faro,Home Office,1,151.64,104.49,47.15
2025-08-20,Braga,Fashion,3,223.84,128.99,94.85
2025-08-20,Coimbra,Home Office,6,861.33,603.92,257.42
2025-08-20,Braga,Books,7,96.73,69.9,26.84
2025-08-21,Lisbon,Sports,2,168.64,128.48,40.16
2025-08-21,Porto,Electronics,4,856.91,663.57,193.34
2025-08-21,Coimbra,Electronics,1,178.58,107.36,71.22
2025-08-21,Porto,Fashion,3,139.45,74.0,65.46
2025-08-21,Braga,Fashion,2,113.39,63.28,50.11
2025-08-22,Coimbra,Electronics,3,408.23,229.63,178.61
2025-08-22,Braga,Sports,2,184.06,108.52,75.54
2025-08-22,Braga,Electronics,5,889.46,630.72,258.74
2025-08-22,Porto,Home Office,4,537.64,413.76,123.88
2025-08-22,Lisbon,Fashion,1,56.41,36.51,19.9
2025-08-23,Braga,Sports,1,86.62,59.59,27.03
2025-08-23,Faro,Electronics,7,1228.34,935.06,293.28
2025-08-23,Braga,Electronics,1,319.22,220.61,98.61
2025-08-23,Porto,Home Office,3,481.59,261.93,219.66
2025-08-23,Faro,Fashion,4,247.06,138.46,108.6
2025-08-23,Lisbon,Home Office,1,152.18,111.52,40.65
2025-08-24,Porto,Sports,7,558.26,410.28,147.98
2025-08-24,Porto,Fashion,6,260.66,135.94,124.72
2025-08-24,Lisbon,Fashion,5,414.05,234.1,179.95
2025-08-24,Faro,Books,5,120.66,83.01,37.65
2025-08-25,Lisbon,Fashion,1,70.16,38.5,31.66
2025-08-25,Lisbon,Electronics,1,269.08,143.78,125.3
2025-08-25,Faro,Home Office,2,252.03,165.02,87.01
2025-08-25,Braga,Sports,1,73.49,39.42,34.07
2025-08-25,Faro,Sports,6,506.72,280.4,226.33
2025-08-25,Faro,Home Office,2,257.77,172.45,85.32
2025-08-25,Faro,Sports,6,449.46,274.66,174.8
2025-08-26,Porto,Books,1,19.64,14.71,4.93
2025-08-26,Faro,Books,2,45.51,32.49,13.02
2025-08-26,Porto,Fashion,7,576.99,348.56,228.44
2025-08-26,Coimbra,Sports,7,525.7,405.17,120.53
2025-08-27,Porto,Home Office,1,118.03,66.63,51.4
2025-08-27,Coimbra,Sports,5,373.77,279.38,94.39
2025-08-27,Coimbra,Electronics,3,607.76,379.24,228.51
2025-08-27,Braga,Books,2,36.66,24.18,12.48
2025-08-27,Lisbon,Fashion,4,304.01,166.79,137.22
2025-08-28,Braga,Books,2,33.76,18.83,14.93
2025-08-28,Coimbra,Sports,5,223.23,155.17,68.06
2025-08-28,Lisbon,Fashion,2,127.07,76.2,50.87
2025-08-28,Lisbon,Electronics,1,284.66,173.42,111.24
2025-08-28,Coimbra,Books,6,121.7,74.26,47.44
2025-08-29,Porto,Books,6,139.8,94.75,45.05
2025-08-29,Porto,Fashion,6,240.47,159.41,81.06
2025-08-29,Lisbon,Electronics,5,1453.97,964.23,489.75
2025-08-29,Porto,Fashion,1,32.41,22.5,9.9
2025-08-29,Lisbon,Books,4,82.31,44.18,38.13
2025-08-29,Porto,Home Office,5,573.25,429.1,144.15
2025-08-30,Porto,Books,4,72.94,40.76,32.18
2025-08-30,Porto,Home Office,7,1320.36,721.33,599.03
2025-08-30,Lisbon,Home Office,7,1053.95,729.53,324.42
2025-08-30,Faro,Books,2,37.52,28.09,9.43
2025-08-30,Lisbon,Electronics,6,1318.1,981.07,337.03
2025-08-31,Porto,Books,1,28.39,19.76,8.63
2025-08-31,Porto,Electronics,6,1308.77,918.16,390.61
2025-08-31,Porto,Fashion,5,215.16,151.98,63.18
2025-08-31,Coimbra,Home Office,7,687.67,410.26,277.4
2025-09-01,Faro,Fashion,5,317.91,230.71,87.21
2025-09-01,Coimbra,Home Office,5,440.53,301.65,138.88
2025-09-01,Braga,Electronics,7,1727.17,1156.1,571.07
2025-09-01,Coimbra,Fashion,7,473.99,357.05,116.94
2025-09-01,Coimbra,Fashion,7,430.59,286.22,144.38
2025-09-01,Lisbon,Electronics,4,686.04,483.21,202.83
2025-09-01,Braga,Fashion,1,41.45,24.64,16.8
2025-09-02,Coimbra,Sports,5,507.84,322.23,185.61
2025-09-02,Faro,Electronics,7,1269.01,806.02,462.99
2025-09-02,Porto,Sports,3,210.68,143.22,67.46
2025-09-02,Lisbon,Books,7,184.17,132.58,51.59
2025-09-02,Lisbon,Sports,1,86.06,54.18,31.88
2025-09-02,Lisbon,Sports,7,232.92,127.98,104.95
2025-09-02,Coimbra,Fashion,5,280.1,197.46,82.64
2025-09-02,Lisbon,Fashion,2,114.71,83.42,31.29
2025-09-02,Braga,Fashion,6,331.02,225.72,105.3
2025-09-03,Braga,Home Office,5,507.01,320.93,186.07
2025-09-03,Lisbon,Home Office,7,1139.36,767.48,371.89
2025-09-03,Lisbon,Books,3,77.19,44.21,32.98
2025-09-03,Faro,Sports,6,431.96,308.48,123.48
2025-09-03,Braga,Sports,3,237.2,155.93,81.27
2025-09-03,Lisbon,Electronics,1,253.56,148.8,104.76
2025-09-03,Coimbra,Home Office,7,915.0,673.8,241.2
2025-09-03,Braga,Books,5,125.53,83.2,42.33
2025-09-04,Coimbra,Home Office,5,690.35,462.74,227.61
2025-09-04,Porto,Books,6,187.12,139.51,47.61
2025-09-04,Porto,Fashion,7,288.26,181.41,106.84
2025-09-04,Faro,Electronics,1,250.83,143.17,107.66
2025-09-04,Braga,Books,1,23.35,12.79,10.57
2025-09-04,Porto,Books,4,58.45,41.78,16.67
2025-09-04,Porto,Electronics,2,489.22,363.03,126.19
2025-09-04,Coimbra,Electronics,1,248.0,135.23,112.77
2025-09-04,Lisbon,Books,7,161.54,101.41,60.13
2025-09-05,Faro,Books,4,101.67,69.15,32.51
2025-09-05,Coimbra,Books,6,145.37,112.75,32.62
2025-09-05,Braga,Books,5,120.66,88.66,32.0
2025-09-05,Porto,Electronics,7,1133.89,619.2,514.69
2025-09-05,Braga,Sports,3,269.05,202.08,66.97
2025-09-05,Faro,Electronics,6,1341.7,924.61,417.09
2025-09-05,Porto,Books,3,73.61,43.55,30.06
2025-09-05,Coimbra,Books,7,126.43,95.18,31.24
2025-09-06,Coimbra,Electronics,7,2056.74,1426.74,630.0
2025-09-06,Faro,Electronics,2,301.28,206.82,94.45
2025-09-06,Faro,Home Office,6,761.3,530.49,230.81
2025-09-06,Lisbon,Fashion,1,45.61,35.2,10.41
2025-09-06,Lisbon,Electronics,7,1389.55,860.74,528.81
2025-09-06,Braga,Home Office,3,402.54,273.11,129.43
2025-09-06,Porto,Sports,2,174.85,101.82,73.03
2025-09-06,Lisbon,Electronics,5,1210.64,863.92,346.72
2025-09-07,Faro,Home Office,6,841.32,515.89,325.44
2025-09-07,Faro,Fashion,5,379.46,270.94,108.51
2025-09-07,Faro,Books,2,18.15,11.93,6.23
2025-09-07,Porto,Books,2,48.0,33.8,14.21
2025-09-08,Porto,Fashion,6,387.08,301.47,85.61
2025-09-08,Faro,Books,2,27.34,15.95,11.39
2025-09-08,Lisbon,Fashion,6,333.65,244.17,89.48
2025-09-08,Faro,Sports,7,603.89,422.47,181.42
2025-09-08,Porto,Fashion,1,28.19,20.32,7.87
2025-09-08,Braga,Electronics,5,1204.19,832.69,371.5
2025-09-08,Coimbra,Fashion,3,176.81,119.76,57.04
2025-09-08,Braga,Sports,6,429.06,304.2,124.86
2025-09-09,Braga,Books,6,144.74,103.68,41.07
2025-09-09,Faro,Books,4,80.78,56.27,24.51
2025-09-09,Braga,Fashion,4,232.74,139.19,93.54
2025-09-09,Coimbra,Fashion,2,162.12,101.59,60.53
2025-09-09,Braga,Fashion,3,93.48,52.84,40.64
2025-09-09,Coimbra,Books,3,75.91,53.03,22.88
2025-09-09,Porto,Sports,3,209.87,145.74,64.13
2025-09-10,Porto,Books,6,140.21,92.94,47.27
2025-09-10,Porto,Home Office,1,64.59,42.2,22.39
2025-09-10,Coimbra,Books,1,22.11,13.41,8.7
2025-09-10,Braga,Electronics,2,551.41,353.01,198.4
2025-09-10,Faro,Electronics,5,1338.47,730.84,607.63
2025-09-10,Faro,Books,6,216.82,161.43,55.39
2025-09-10,Lisbon,Electronics,7,1361.91,998.83,363.08
2025-09-11,Coimbra,Books,5,131.92,77.26,54.66
2025-09-11,Coimbra,Fashion,5,285.41,196.35,89.06
2025-09-11,Braga,Sports,7,675.59,496.45,179.15
2025-09-11,Coimbra,Sports,6,453.64,258.91,194.73
2025-09-11,Braga,Sports,4,160.61,89.99,70.62
2025-09-12,Lisbon,Electronics,1,282.4,159.8,122.6
2025-09-12,Lisbon,Fashion,5,315.12,189.39,125.73
2025-09-12,Porto,Home Office,4,261.75,169.63,92.12
2025-09-12,Porto,Sports,1,72.57,40.72,31.85
2025-09-12,Faro,Sports,7,675.74,454.78,220.96
2025-09-13,Coimbra,Home Office,4,457.41,330.28,127.13
2025-09-13,Porto,Books,1,35.26,23.19,12.07
2025-09-13,Lisbon,Books,2,40.18,22.34,17.84
2025-09-13,Braga,Books,6,186.52,139.73,46.79
2025-09-14,Lisbon,Sports,5,429.86,238.47,191.39
2025-09-14,Faro,Sports,4,323.81,191.33,132.48
2025-09-14,Braga,Electronics,2,584.15,424.95,159.2
2025-09-14,Braga,Books,6,92.93,59.58,33.35
2025-09-14,Braga,Books,1,31.73,18.99,12.74
2025-09-14,Coimbra,Home Office,4,644.97,472.43,172.54
2025-09-14,Braga,Electronics,7,1369.63,1065.62,304.0
2025-09-15,Faro,Home Office,3,564.54,374.68,189.86
2025-09-15,Porto,Electronics,4,776.6,572.64,203.96
2025-09-15,Porto,Home Office,5,767.68,428.68,339.0
2025-09-15,Faro,Home Office,7,808.51,432.42,376.09
2025-09-15,Coimbra,Electronics,5,1620.35,1117.28,503.06
2025-09-15,Porto,Books,2,52.48,27.91,24.57
2025-09-15,Coimbra,Fashion,4,205.2,135.84,69.36
2025-09-16,Coimbra,Electronics,5,734.44,384.67,349.78
2025-09-16,Lisbon,Electronics,7,1735.45,1215.75,519.7
2025-09-16,Porto,Fashion,2,99.24,59.0,40.24
2025-09-16,Braga,Home Office,5,630.35,335.45,294.9
2025-09-17,Coimbra,Sports,4,369.48,213.36,156.12
2025-09-17,Braga,Books,6,84.92,47.7,37.22
2025-09-17,Braga,Electronics,7,1724.7,1267.86,456.83
2025-09-17,Braga,Fashion,3,204.69,125.93,78.76
2025-09-17,Lisbon,Fashion,3,206.63,133.41,73.22
2025-09-17,Braga,Home Office,1,76.36,58.83,17.53
2025-09-17,Faro,Fashion,7,382.95,256.95,126.0
2025-09-17,Faro,Fashion,6,428.93,314.36,114.57
2025-09-18,Lisbon,Fashion,1,48.57,27.23,21.34
2025-09-18,Lisbon,Fashion,2,102.09,75.76,26.33
2025-09-18,Porto,Fashion,6,496.47,356.28,140.19
2025-09-18,Braga,Books,7,154.87,85.38,69.48
2025-09-18,Braga,Electronics,1,192.38,141.22,51.16
2025-09-18,Braga,Fashion,5,352.83,265.42,87.41
2025-09-18,Braga,Books,1,21.67,15.99,5.68
2025-09-19,Braga,Books,2,65.72,49.96,15.76
2025-09-19,Lisbon,Home Office,3,513.53,283.65,229.88
2025-09-19,Porto,Home Office,1,155.61,116.38,39.22
2025-09-19,Faro,Fashion,2,156.03,98.41,57.62
2025-09-20,Coimbra,Fashion,6,302.95,236.04,66.91
2025-09-20,Braga,Electronics,4,844.33,525.27,319.06
2025-09-20,Lisbon,Fashion,3,167.17,105.7,61.47
2025-09-20,Lisbon,Home Office,4,644.0,372.6,271.41
2025-09-20,Lisbon,Home Office,3,346.18,231.36,114.82
2025-09-21,Faro,Home Office,1,124.13,77.56,46.57
2025-09-21,Porto,Books,2,41.33,25.07,16.27
2025-09-21,Faro,Books,3,45.22,26.91,18.31
2025-09-21,Coimbra,Fashion,1,67.32,35.89,31.43
2025-09-22,Lisbon,Electronics,2,363.87,238.74,125.13
2025-09-22,Braga,Sports,5,266.13,197.63,68.5
2025-09-22,Lisbon,Home Office,2,254.72,170.38,84.34
2025-09-22,Lisbon,Sports,7,612.05,396.5,215.55
2025-09-22,Lisbon,Electronics,2,239.44,169.9,69.53
2025-09-22,Lisbon,Sports,1,135.15,91.61,43.54
2025-09-23,Faro,Electronics,6,1116.74,736.78,379.96
2025-09-23,Lisbon,Home Office,5,619.47,411.17,208.3
2025-09-23,Lisbon,Sports,4,393.12,248.34,144.79
2025-09-23,Faro,Books,7,215.41,119.25,96.16
2025-09-24,Faro,Home Office,5,480.28,297.53,182.75
2025-09-24,Porto,Fashion,2,122.03,87.65,34.38
2025-09-24,Coimbra,Books,3,65.17,48.51,16.66
2025-09-24,Lisbon,Fashion,2,94.48,66.0,28.48
2025-09-25,Porto,Electronics,7,2116.89,1235.62,881.27
2025-09-25,Faro,Electronics,1,258.74,142.39,116.35
2025-09-25,Porto,Electronics,3,580.56,341.66,238.9
2025-09-25,Porto,Sports,3,105.53,81.13,24.4
2025-09-26,Faro,Electronics,2,333.72,189.96,143.76
2025-09-26,Lisbon,Sports,6,472.86,321.14,151.72
2025-09-26,Braga,Electronics,5,1085.33,656.47,428.87
2025-09-26,Faro,Sports,6,511.34,361.75,149.59
2025-09-26,Lisbon,Sports,3,214.4,135.04,79.36
2025-09-26,Lisbon,Home Office,4,571.6,297.82,273.78
2025-09-26,Porto,Fashion,7,290.73,193.65,97.08
2025-09-27,Lisbon,Home Office,4,460.18,317.35,142.83
2025-09-27,Braga,Sports,6,303.36,212.84,90.51
2025-09-27,Braga,Fashion,7,432.99,269.31,163.68
2025-09-27,Coimbra,Sports,6,202.25,142.33,59.91
2025-09-27,Coimbra,Fashion,3,224.4,141.82,82.58
2025-09-27,Lisbon,Electronics,7,1423.37,984.62,438.76
2025-09-27,Braga,Fashion,2,130.83,92.5,38.33
2025-09-27,Porto,Electronics,5,730.2,539.14,191.06
2025-09-27,Porto,Sports,1,91.44,59.1,32.34
2025-09-28,Lisbon,Electronics,3,539.14,301.2,237.94
2025-09-28,Coimbra,Books,7,150.29,97.62,52.67
2025-09-28,Porto,Books,4,102.18,57.04,45.14
2025-09-28,Braga,Books,3,84.17,44.46,39.71
2025-09-28,Lisbon,Home Office,6,747.98,534.8,213.18
2025-09-28,Porto,Home Office,5,846.43,474.34,372.09
2025-09-28,Braga,Fashion,4,259.56,148.16,111.4
2025-09-28,Coimbra,Fashion,3,110.05,73.39,36.66
2025-09-29,Lisbon,Electronics,4,309.6,200.08,109.52
2025-09-29,Lisbon,Fashion,3,249.64,157.96,91.67
2025-09-29,Faro,Fashion,7,419.85,242.96,176.9
2025-09-29,Coimbra,Fashion,3,108.38,68.22,40.17
2025-09-29,Braga,Books,1,18.23,12.51,5.72
2025-09-29,Lisbon,Books,2,40.31,29.26,11.05
2025-09-30,Coimbra,Electronics,1,274.51,211.51,63.0
2025-09-30,Braga,Home Office,2,220.52,126.41,94.11
2025-09-30,Coimbra,Home Office,4,689.08,521.84,167.24
2025-09-30,Faro,Fashion,7,620.43,400.4,220.02
2025-10-01,Porto,Sports,1,70.98,37.91,33.07
2025-10-01,Coimbra,Books,5,122.07,90.08,31.98
2025-10-01,Lisbon,Electronics,2,386.85,203.99,182.87
2025-10-01,Faro,Books,4,110.04,74.21,35.83
2025-10-01,Lisbon,Books,1,14.02,8.05,5.96
2025-10-01,Braga,Electronics,5,1453.65,1046.83,406.82
2025-10-01,Porto,Sports,6,550.34,406.17,144.16
2025-10-02,Coimbra,Electronics,6,970.65,589.16,381.49
2025-10-02,Porto,Fashion,7,524.34,399.24,125.1
2025-10-02,Faro,Books,7,152.35,110.75,41.6
2025-10-02,Porto,Books,6,115.02,68.15,46.87
2025-10-02,Faro,Fashion,6,277.07,196.12,80.94
2025-10-02,Faro,Home Office,1,113.87,84.34,29.53
2025-10-03,Lisbon,Home Office,5,546.83,404.63,142.21
2025-10-03,Faro,Electronics,7,1294.92,843.66,451.26
2025-10-03,Lisbon,Electronics,4,1235.13,799.22,435.91
2025-10-03,Braga,Sports,7,516.23,384.57,131.66
2025-10-04,Lisbon,Home Office,5,552.99,409.27,143.72
2025-10-04,Braga,Fashion,5,291.79,170.69,121.11
2025-10-04,Coimbra,Fashion,1,55.47,35.62,19.85
2025-10-04,Faro,Books,6,133.2,84.07,49.13
2025-10-04,Porto,Fashion,4,275.53,205.82,69.71
2025-10-05,Faro,Books,1,31.43,18.66,12.76
2025-10-05,Faro,Books,5,133.51,94.66,38.85
2025-10-05,Coimbra,Fashion,6,311.78,236.64,75.14
2025-10-05,Lisbon,Sports,6,545.45,322.43,223.01
2025-10-06,Porto,Fashion,3,134.12,87.45,46.66
2025-10-06,Coimbra,Books,4,91.19,59.75,31.44
2025-10-06,Coimbra,Home Office,1,71.08,43.6,27.48
2025-10-06,Coimbra,Sports,2,126.7,89.01,37.69
2025-10-06,Coimbra,Home Office,7,708.64,547.83,160.82
2025-10-06,Braga,Home Office,6,857.01,511.62,345.39
2025-10-06,Braga,Home Office,7,701.06,448.91,252.15
2025-10-06,Braga,Fashion,1,50.66,36.26,14.4
2025-10-06,Braga,Books,2,44.26,26.19,18.07
2025-10-07,Faro,Electronics,7,1284.8,713.75,571.06
2025-10-07,Braga,Fashion,7,375.39,253.87,121.52
2025-10-07,Lisbon,Home Office,6,677.22,379.53,297.68
2025-10-07,Coimbra,Electronics,4,763.25,438.11,325.15
2025-10-08,Lisbon,Electronics,1,287.46,203.61,83.85
2025-10-08,Braga,Fashion,7,302.89,208.62,94.27
2025-10-08,Porto,Electronics,3,615.84,389.73,226.11
2025-10-08,Coimbra,Electronics,7,1319.99,740.44,579.55
2025-10-08,Coimbra,Electronics,3,662.04,463.18,198.85
2025-10-08,Lisbon,Home Office,3,309.32,214.69,94.63
2025-10-08,Braga,Fashion,2,111.42,61.25,50.16
2025-10-08,Porto,Electronics,3,846.68,470.31,376.37
2025-10-09,Coimbra,Fashion,4,108.43,82.23,26.21
2025-10-09,Coimbra,Fashion,5,266.81,160.54,106.27
2025-10-09,Faro,Home Office,6,895.49,580.88,314.61
2025-10-09,Faro,Sports,5,433.35,250.76,182.59
2025-10-09,Lisbon,Books,2,29.91,19.2,10.71
2025-10-09,Braga,Electronics,3,518.47,307.97,210.49
2025-10-09,Faro,Sports,4,307.76,213.43,94.33
2025-10-09,Braga,Books,6,90.71,59.21,31.5
2025-10-09,Lisbon,Fashion,5,236.48,168.39,68.08
2025-10-10,Braga,Sports,2,109.52,81.3,28.21
2025-10-10,Porto,Home Office,7,1280.48,954.24,326.24
2025-10-10,Braga,Sports,3,296.14,230.36,65.79
2025-10-10,Coimbra,Sports,5,382.33,240.93,141.41
2025-10-10,Coimbra,Electronics,2,654.33,469.1,185.23
2025-10-11,Faro,Fashion,7,479.03,370.41,108.62
2025-10-11,Faro,Sports,7,458.98,241.12,217.86
2025-10-11,Porto,Home Office,7,814.46,564.3,250.17
2025-10-11,Faro,Home Office,5,815.9,426.87,389.03
2025-10-12,Coimbra,Sports,2,89.26,60.02,29.24
2025-10-12,Braga,Fashion,7,253.88,170.26,83.63
2025-10-12,Faro,Fashion,7,303.78,232.43,71.35
2025-10-12,Porto,Sports,1,56.52,37.85,18.68
2025-10-13,Lisbon,Sports,2,174.05,124.54,49.51
2025-10-13,Lisbon,Home Office,1,182.11,125.53,56.58
2025-10-13,Braga,Fashion,2,104.81,80.9,23.9
2025-10-13,Coimbra,Home Office,3,284.34,173.17,111.17
2025-10-13,Lisbon,Electronics,7,1673.81,881.87,791.94
2025-10-13,Coimbra,Electronics,2,401.89,312.68,89.21
2025-10-13,Porto,Electronics,5,840.92,535.38,305.54
2025-10-13,Lisbon,Fashion,4,195.23,127.18,68.04
2025-10-14,Braga,Books,2,24.48,18.61,5.88
2025-10-14,Braga,Books,4,86.73,64.17,22.56
2025-10-14,Lisbon,Books,1,15.56,9.22,6.34
2025-10-14,Porto,Fashion,7,527.98,389.84,138.14
2025-10-15,Faro,Electronics,2,432.27,320.77,111.5
2025-10-15,Lisbon,Sports,5,554.47,353.56,200.91
2025-10-15,Coimbra,Books,3,45.09,34.52,10.57
2025-10-15,Coimbra,Fashion,7,292.85,190.48,102.37
2025-10-15,Braga,Sports,5,358.01,251.26,106.75
2025-10-15,Coimbra,Electronics,7,1105.03,699.05,405.97
2025-10-15,Porto,Sports,5,459.63,329.55,130.08
2025-10-15,Faro,Fashion,1,33.04,22.35,10.69
2025-10-15,Braga,Books,6,127.3,82.05,45.25
2025-10-16,Coimbra,Home Office,1,139.23,103.67,35.56
2025-10-16,Coimbra,Home Office,5,822.91,520.94,301.97
2025-10-16,Porto,Home Office,6,943.58,556.26,387.32
2025-10-16,Lisbon,Fashion,1,52.21,28.7,23.51
2025-10-16,Faro,Home Office,2,252.34,179.25,73.09
2025-10-16,Lisbon,Electronics,5,1490.35,817.06,673.29
2025-10-16,Porto,Books,1,28.82,16.91,11.91
2025-10-16,Coimbra,Fashion,2,154.6,85.43,69.17
